Id,IndicatorCode,SpatialDimension,WorldBankIncomeGroup,TimeDimension,TimeDim,DisaggregatingDimension1,Sex,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,Prevalence,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
16080826,NCD_BMI_18A,REGION,GLOBAL,YEAR,1987,SEX,BothSexes,,,,,,,12.8 [11.7-13.9],12.8,11.7,13.9,,2017-09-22T12:00:48Z,1987,1987-01-01,1987-12-31
16080827,NCD_BMI_18A,REGION,GLOBAL,YEAR,1988,SEX,BothSexes,,,,,,,12.7 [11.7-13.7],12.7,11.7,13.7,,2017-09-22T12:00:48Z,1988,1988-01-01,1988-12-31
16080828,NCD_BMI_18A,REGION,GLOBAL,YEAR,1989,SEX,BothSexes,,,,,,,12.6 [11.6-13.5],12.6,11.6,13.5,,2017-09-22T12:00:48Z,1989,1989-01-01,1989-12-31
16080829,NCD_BMI_18A,REGION,GLOBAL,YEAR,1990,SEX,BothSexes,,,,,,,12.4 [11.5-13.4],12.4,11.5,13.4,,2017-09-22T12:00:48Z,1990,1990-01-01,1990-12-31
16080830,NCD_BMI_18A,REGION,GLOBAL,YEAR,1991,SEX,BothSexes,,,,,,,12.3 [11.5-13.2],12.3,11.5,13.2,,2017-09-22T12:00:48Z,1991,1991-01-01,1991-12-31
16080831,NCD_BMI_18A,REGION,GLOBAL,YEAR,1992,SEX,BothSexes,,,,,,,12.2 [11.4-13.1],12.2,11.4,13.1,,2017-09-22T12:00:48Z,1992,1992-01-01,1992-12-31
16080832,NCD_BMI_18A,REGION,GLOBAL,YEAR,1993,SEX,BothSexes,,,,,,,12.1 [11.3-12.9],12.1,11.3,12.9,,2017-09-22T12:00:48Z,1993,1993-01-01,1993-12-31
16080833,NCD_BMI_18A,REGION,GLOBAL,YEAR,1994,SEX,BothSexes,,,,,,,12.0 [11.2-12.8],12.0,11.2,12.8,,2017-09-22T12:00:48Z,1994,1994-01-01,1994-12-31
16080834,NCD_BMI_18A,REGION,GLOBAL,YEAR,1995,SEX,BothSexes,,,,,,,11.9 [11.2-12.6],11.9,11.2,12.6,,2017-09-22T12:00:48Z,1995,1995-01-01,1995-12-31
16080835,NCD_BMI_18A,REGION,GLOBAL,YEAR,1996,SEX,BothSexes,,,,,,,11.7 [11.1-12.5],11.7,11.1,12.5,,2017-09-22T12:00:48Z,1996,1996-01-01,1996-12-31
16080836,NCD_BMI_18A,REGION,GLOBAL,YEAR,1997,SEX,BothSexes,,,,,,,11.6 [11.0-12.4],11.6,11.0,12.4,,2017-09-22T12:00:48Z,1997,1997-01-01,1997-12-31
16080837,NCD_BMI_18A,REGION,GLOBAL,YEAR,1998,SEX,BothSexes,,,,,,,11.5 [10.9-12.2],11.5,10.9,12.2,,2017-09-22T12:00:48Z,1998,1998-01-01,1998-12-31
16080838,NCD_BMI_18A,REGION,GLOBAL,YEAR,1999,SEX,BothSexes,,,,,,,11.4 [10.8-12.0],11.4,10.8,12.0,,2017-09-22T12:00:48Z,1999,1999-01-01,1999-12-31
16080839,NCD_BMI_18A,REGION,GLOBAL,YEAR,2000,SEX,BothSexes,,,,,,,11.3 [10.6-11.9],11.3,10.6,11.9,,2017-09-22T12:00:48Z,2000,2000-01-01,2000-12-31
16080840,NCD_BMI_18A,REGION,GLOBAL,YEAR,2001,SEX,BothSexes,,,,,,,11.1 [10.5-11.7],11.1,10.5,11.7,,2017-09-22T12:00:49Z,2001,2001-01-01,2001-12-31
16080841,NCD_BMI_18A,REGION,GLOBAL,YEAR,2002,SEX,BothSexes,,,,,,,11.0 [10.4-11.6],11.0,10.4,11.6,,2017-09-22T12:00:49Z,2002,2002-01-01,2002-12-31
16080842,NCD_BMI_18A,REGION,GLOBAL,YEAR,2003,SEX,BothSexes,,,,,,,10.8 [10.3-11.4],10.8,10.3,11.4,,2017-09-22T12:00:49Z,2003,2003-01-01,2003-12-31
16080843,NCD_BMI_18A,REGION,GLOBAL,YEAR,2004,SEX,BothSexes,,,,,,,10.7 [10.1-11.3],10.7,10.1,11.3,,2017-09-22T12:00:49Z,2004,2004-01-01,2004-12-31
16080844,NCD_BMI_18A,REGION,GLOBAL,YEAR,2005,SEX,BothSexes,,,,,,,10.6 [10.0-11.2],10.6,10.0,11.2,,2017-09-22T12:00:49Z,2005,2005-01-01,2005-12-31
16080845,NCD_BMI_18A,REGION,GLOBAL,YEAR,2006,SEX,BothSexes,,,,,,,10.4 [9.8-11.0],10.4,9.8,11.0,,2017-09-22T12:00:49Z,2006,2006-01-01,2006-12-31
16080846,NCD_BMI_18A,REGION,GLOBAL,YEAR,2007,SEX,BothSexes,,,,,,,10.2 [9.6-10.9],10.2,9.6,10.9,,2017-09-22T12:00:49Z,2007,2007-01-01,2007-12-31
16080847,NCD_BMI_18A,REGION,GLOBAL,YEAR,2008,SEX,BothSexes,,,,,,,10.1 [9.5-10.7],10.1,9.5,10.7,,2017-09-22T12:00:49Z,2008,2008-01-01,2008-12-31
16080848,NCD_BMI_18A,REGION,GLOBAL,YEAR,2009,SEX,BothSexes,,,,,,,9.9 [9.3-10.6],9.9,9.3,10.6,,2017-09-22T12:00:49Z,2009,2009-01-01,2009-12-31
16080849,NCD_BMI_18A,REGION,GLOBAL,YEAR,2010,SEX,BothSexes,,,,,,,9.8 [9.1-10.5],9.8,9.1,10.5,,2017-09-22T12:00:49Z,2010,2010-01-01,2010-12-31
16080850,NCD_BMI_18A,REGION,GLOBAL,YEAR,2011,SEX,BothSexes,,,,,,,9.7 [8.9-10.4],9.7,8.9,10.4,,2017-09-22T12:00:49Z,2011,2011-01-01,2011-12-31
16080851,NCD_BMI_18A,REGION,GLOBAL,YEAR,2012,SEX,BothSexes,,,,,,,9.5 [8.8-10.3],9.5,8.8,10.3,,2017-09-22T12:00:49Z,2012,2012-01-01,2012-12-31
16080852,NCD_BMI_18A,REGION,GLOBAL,YEAR,2013,SEX,BothSexes,,,,,,,9.4 [8.6-10.2],9.4,8.6,10.2,,2017-09-22T12:00:49Z,2013,2013-01-01,2013-12-31
16080853,NCD_BMI_18A,REGION,GLOBAL,YEAR,2014,SEX,BothSexes,,,,,,,9.2 [8.4-10.1],9.2,8.4,10.1,,2017-09-22T12:00:49Z,2014,2014-01-01,2014-12-31
16080854,NCD_BMI_18A,REGION,GLOBAL,YEAR,2015,SEX,BothSexes,,,,,,,9.1 [8.2-10.0],9.1,8.2,10.0,,2017-09-22T12:00:49Z,2015,2015-01-01,2015-12-31
16080855,NCD_BMI_18A,REGION,GLOBAL,YEAR,2016,SEX,BothSexes,,,,,,,9.0 [8.1-9.9],9.0,8.1,9.9,,2017-09-22T12:00:49Z,2016,2016-01-01,2016-12-31
16080856,NCD_BMI_18A,REGION,AFR,YEAR,1975,SEX,BothSexes,,,,,,,18.7 [14.4-23.3],18.7,14.4,23.3,,2017-09-22T12:00:49Z,1975,1975-01-01,1975-12-31
16080857,NCD_BMI_18A,REGION,AFR,YEAR,1976,SEX,BothSexes,,,,,,,18.5 [14.4-22.9],18.5,14.4,22.9,,2017-09-22T12:00:49Z,1976,1976-01-01,1976-12-31
16080858,NCD_BMI_18A,REGION,AFR,YEAR,1977,SEX,BothSexes,,,,,,,18.3 [14.3-22.5],18.3,14.3,22.5,,2017-09-22T12:00:49Z,1977,1977-01-01,1977-12-31
16080859,NCD_BMI_18A,REGION,AFR,YEAR,1978,SEX,BothSexes,,,,,,,18.1 [14.3-22.0],18.1,14.3,22.0,,2017-09-22T12:00:49Z,1978,1978-01-01,1978-12-31
16080860,NCD_BMI_18A,REGION,AFR,YEAR,1979,SEX,BothSexes,,,,,,,17.9 [14.3-21.7],17.9,14.3,21.7,,2017-09-22T12:00:49Z,1979,1979-01-01,1979-12-31
16080861,NCD_BMI_18A,REGION,AFR,YEAR,1980,SEX,BothSexes,,,,,,,17.7 [14.2-21.3],17.7,14.2,21.3,,2017-09-22T12:00:49Z,1980,1980-01-01,1980-12-31
16080862,NCD_BMI_18A,REGION,AFR,YEAR,1981,SEX,BothSexes,,,,,,,17.5 [14.2-20.9],17.5,14.2,20.9,,2017-09-22T12:00:49Z,1981,1981-01-01,1981-12-31
16080863,NCD_BMI_18A,REGION,AFR,YEAR,1982,SEX,BothSexes,,,,,,,17.2 [14.1-20.5],17.2,14.1,20.5,,2017-09-22T12:00:49Z,1982,1982-01-01,1982-12-31
16080864,NCD_BMI_18A,REGION,AFR,YEAR,1983,SEX,BothSexes,,,,,,,17.0 [14.0-20.1],17.0,14.0,20.1,,2017-09-22T12:00:49Z,1983,1983-01-01,1983-12-31
16080865,NCD_BMI_18A,REGION,AFR,YEAR,1984,SEX,BothSexes,,,,,,,16.8 [14.0-19.8],16.8,14.0,19.8,,2017-09-22T12:00:49Z,1984,1984-01-01,1984-12-31
16080866,NCD_BMI_18A,REGION,AFR,YEAR,1985,SEX,BothSexes,,,,,,,16.6 [13.9-19.4],16.6,13.9,19.4,,2017-09-22T12:00:49Z,1985,1985-01-01,1985-12-31
16080867,NCD_BMI_18A,REGION,AFR,YEAR,1986,SEX,BothSexes,,,,,,,16.4 [13.8-19.1],16.4,13.8,19.1,,2017-09-22T12:00:49Z,1986,1986-01-01,1986-12-31
16080868,NCD_BMI_18A,REGION,AFR,YEAR,1987,SEX,BothSexes,,,,,,,16.2 [13.8-18.7],16.2,13.8,18.7,,2017-09-22T12:00:50Z,1987,1987-01-01,1987-12-31
16080869,NCD_BMI_18A,REGION,AFR,YEAR,1988,SEX,BothSexes,,,,,,,16.0 [13.7-18.4],16.0,13.7,18.4,,2017-09-22T12:00:50Z,1988,1988-01-01,1988-12-31
16080870,NCD_BMI_18A,REGION,AFR,YEAR,1989,SEX,BothSexes,,,,,,,15.8 [13.6-18.1],15.8,13.6,18.1,,2017-09-22T12:00:50Z,1989,1989-01-01,1989-12-31
16080871,NCD_BMI_18A,REGION,AFR,YEAR,1990,SEX,BothSexes,,,,,,,15.6 [13.5-17.8],15.6,13.5,17.8,,2017-09-22T12:00:50Z,1990,1990-01-01,1990-12-31
16080872,NCD_BMI_18A,REGION,AFR,YEAR,1991,SEX,BothSexes,,,,,,,15.4 [13.4-17.5],15.4,13.4,17.5,,2017-09-22T12:00:50Z,1991,1991-01-01,1991-12-31
16080873,NCD_BMI_18A,REGION,AFR,YEAR,1992,SEX,BothSexes,,,,,,,15.2 [13.3-17.2],15.2,13.3,17.2,,2017-09-22T12:00:50Z,1992,1992-01-01,1992-12-31
16080874,NCD_BMI_18A,REGION,AFR,YEAR,1993,SEX,BothSexes,,,,,,,15.0 [13.2-16.9],15.0,13.2,16.9,,2017-09-22T12:00:50Z,1993,1993-01-01,1993-12-31
16080875,NCD_BMI_18A,REGION,AFR,YEAR,1994,SEX,BothSexes,,,,,,,14.8 [13.1-16.7],14.8,13.1,16.7,,2017-09-22T12:00:50Z,1994,1994-01-01,1994-12-31
16080876,NCD_BMI_18A,REGION,AFR,YEAR,1995,SEX,BothSexes,,,,,,,14.6 [12.9-16.4],14.6,12.9,16.4,,2017-09-22T12:00:50Z,1995,1995-01-01,1995-12-31
16080877,NCD_BMI_18A,REGION,AFR,YEAR,1996,SEX,BothSexes,,,,,,,14.4 [12.8-16.1],14.4,12.8,16.1,,2017-09-22T12:00:50Z,1996,1996-01-01,1996-12-31
16080878,NCD_BMI_18A,REGION,AFR,YEAR,1997,SEX,BothSexes,,,,,,,14.2 [12.7-15.9],14.2,12.7,15.9,,2017-09-22T12:00:50Z,1997,1997-01-01,1997-12-31
16080879,NCD_BMI_18A,REGION,AFR,YEAR,1998,SEX,BothSexes,,,,,,,14.0 [12.6-15.6],14.0,12.6,15.6,,2017-09-22T12:00:50Z,1998,1998-01-01,1998-12-31
16080880,NCD_BMI_18A,REGION,AFR,YEAR,1999,SEX,BothSexes,,,,,,,13.8 [12.4-15.3],13.8,12.4,15.3,,2017-09-22T12:00:50Z,1999,1999-01-01,1999-12-31
16080881,NCD_BMI_18A,REGION,AFR,YEAR,2000,SEX,BothSexes,,,,,,,13.6 [12.3-15.1],13.6,12.3,15.1,,2017-09-22T12:00:50Z,2000,2000-01-01,2000-12-31
16080882,NCD_BMI_18A,REGION,AFR,YEAR,2001,SEX,BothSexes,,,,,,,13.4 [12.1-14.9],13.4,12.1,14.9,,2017-09-22T12:00:50Z,2001,2001-01-01,2001-12-31
16080883,NCD_BMI_18A,REGION,AFR,YEAR,2002,SEX,BothSexes,,,,,,,13.2 [12.0-14.6],13.2,12.0,14.6,,2017-09-22T12:00:50Z,2002,2002-01-01,2002-12-31
16080884,NCD_BMI_18A,REGION,AFR,YEAR,2003,SEX,BothSexes,,,,,,,13.1 [11.8-14.4],13.1,11.8,14.4,,2017-09-22T12:00:50Z,2003,2003-01-01,2003-12-31
16080885,NCD_BMI_18A,REGION,AFR,YEAR,2004,SEX,BothSexes,,,,,,,12.9 [11.6-14.2],12.9,11.6,14.2,,2017-09-22T12:00:50Z,2004,2004-01-01,2004-12-31
16080886,NCD_BMI_18A,REGION,AFR,YEAR,2005,SEX,BothSexes,,,,,,,12.7 [11.5-14.0],12.7,11.5,14.0,,2017-09-22T12:00:50Z,2005,2005-01-01,2005-12-31
16080887,NCD_BMI_18A,REGION,AFR,YEAR,2006,SEX,BothSexes,,,,,,,12.5 [11.3-13.8],12.5,11.3,13.8,,2017-09-22T12:00:50Z,2006,2006-01-01,2006-12-31
16080888,NCD_BMI_18A,REGION,AFR,YEAR,2007,SEX,BothSexes,,,,,,,12.3 [11.1-13.6],12.3,11.1,13.6,,2017-09-22T12:00:50Z,2007,2007-01-01,2007-12-31
16080889,NCD_BMI_18A,REGION,AFR,YEAR,2008,SEX,BothSexes,,,,,,,12.1 [10.9-13.4],12.1,10.9,13.4,,2017-09-22T12:00:50Z,2008,2008-01-01,2008-12-31
16080890,NCD_BMI_18A,REGION,AFR,YEAR,2009,SEX,BothSexes,,,,,,,11.9 [10.7-13.2],11.9,10.7,13.2,,2017-09-22T12:00:50Z,2009,2009-01-01,2009-12-31
16080891,NCD_BMI_18A,REGION,AFR,YEAR,2010,SEX,BothSexes,,,,,,,11.8 [10.5-13.1],11.8,10.5,13.1,,2017-09-22T12:00:50Z,2010,2010-01-01,2010-12-31
16080892,NCD_BMI_18A,REGION,AFR,YEAR,2011,SEX,BothSexes,,,,,,,11.6 [10.3-12.9],11.6,10.3,12.9,,2017-09-22T12:00:50Z,2011,2011-01-01,2011-12-31
16080893,NCD_BMI_18A,REGION,AFR,YEAR,2012,SEX,BothSexes,,,,,,,11.4 [10.1-12.8],11.4,10.1,12.8,,2017-09-22T12:00:50Z,2012,2012-01-01,2012-12-31
16080894,NCD_BMI_18A,REGION,AFR,YEAR,2013,SEX,BothSexes,,,,,,,11.2 [9.8-12.7],11.2,9.8,12.7,,2017-09-22T12:00:50Z,2013,2013-01-01,2013-12-31
16080895,NCD_BMI_18A,REGION,AFR,YEAR,2014,SEX,BothSexes,,,,,,,11.1 [9.6-12.6],11.1,9.6,12.6,,2017-09-22T12:00:50Z,2014,2014-01-01,2014-12-31
16080896,NCD_BMI_18A,REGION,AFR,YEAR,2015,SEX,BothSexes,,,,,,,10.9 [9.4-12.5],10.9,9.4,12.5,,2017-09-22T12:00:50Z,2015,2015-01-01,2015-12-31
16080897,NCD_BMI_18A,REGION,AFR,YEAR,2016,SEX,BothSexes,,,,,,,10.7 [9.2-12.4],10.7,9.2,12.4,,2017-09-22T12:00:50Z,2016,2016-01-01,2016-12-31
16080898,NCD_BMI_18A,REGION,AMR,YEAR,1975,SEX,BothSexes,,,,,,,5.3 [3.9-6.9],5.3,3.9,6.9,,2017-09-22T12:00:50Z,1975,1975-01-01,1975-12-31
16080899,NCD_BMI_18A,REGION,AMR,YEAR,1976,SEX,BothSexes,,,,,,,5.1 [3.9-6.7],5.1,3.9,6.7,,2017-09-22T12:00:50Z,1976,1976-01-01,1976-12-31
16080900,NCD_BMI_18A,REGION,AMR,YEAR,1977,SEX,BothSexes,,,,,,,5.0 [3.8-6.4],5.0,3.8,6.4,,2017-09-22T12:00:50Z,1977,1977-01-01,1977-12-31
16080901,NCD_BMI_18A,REGION,AMR,YEAR,1978,SEX,BothSexes,,,,,,,4.8 [3.7-6.2],4.8,3.7,6.2,,2017-09-22T12:00:51Z,1978,1978-01-01,1978-12-31
16080902,NCD_BMI_18A,REGION,AMR,YEAR,1979,SEX,BothSexes,,,,,,,4.7 [3.7-6.0],4.7,3.7,6.0,,2017-09-22T12:00:51Z,1979,1979-01-01,1979-12-31
16080903,NCD_BMI_18A,REGION,AMR,YEAR,1980,SEX,BothSexes,,,,,,,4.6 [3.6-5.7],4.6,3.6,5.7,,2017-09-22T12:00:51Z,1980,1980-01-01,1980-12-31
16080904,NCD_BMI_18A,REGION,AMR,YEAR,1981,SEX,BothSexes,,,,,,,4.5 [3.6-5.6],4.5,3.6,5.6,,2017-09-22T12:00:51Z,1981,1981-01-01,1981-12-31
16080905,NCD_BMI_18A,REGION,AMR,YEAR,1982,SEX,BothSexes,,,,,,,4.3 [3.5-5.4],4.3,3.5,5.4,,2017-09-22T12:00:51Z,1982,1982-01-01,1982-12-31
16080906,NCD_BMI_18A,REGION,AMR,YEAR,1983,SEX,BothSexes,,,,,,,4.2 [3.4-5.2],4.2,3.4,5.2,,2017-09-22T12:00:51Z,1983,1983-01-01,1983-12-31
16080907,NCD_BMI_18A,REGION,AMR,YEAR,1984,SEX,BothSexes,,,,,,,4.1 [3.4-5.0],4.1,3.4,5.0,,2017-09-22T12:00:51Z,1984,1984-01-01,1984-12-31
16080908,NCD_BMI_18A,REGION,AMR,YEAR,1985,SEX,BothSexes,,,,,,,4.0 [3.3-4.8],4.0,3.3,4.8,,2017-09-22T12:00:51Z,1985,1985-01-01,1985-12-31
16080909,NCD_BMI_18A,REGION,AMR,YEAR,1986,SEX,BothSexes,,,,,,,3.9 [3.2-4.7],3.9,3.2,4.7,,2017-09-22T12:00:51Z,1986,1986-01-01,1986-12-31
16080910,NCD_BMI_18A,REGION,AMR,YEAR,1987,SEX,BothSexes,,,,,,,3.8 [3.2-4.5],3.8,3.2,4.5,,2017-09-22T12:00:51Z,1987,1987-01-01,1987-12-31
16080911,NCD_BMI_18A,REGION,AMR,YEAR,1988,SEX,BothSexes,,,,,,,3.7 [3.1-4.4],3.7,3.1,4.4,,2017-09-22T12:00:51Z,1988,1988-01-01,1988-12-31
16080912,NCD_BMI_18A,REGION,AMR,YEAR,1989,SEX,BothSexes,,,,,,,3.6 [3.0-4.3],3.6,3.0,4.3,,2017-09-22T12:00:51Z,1989,1989-01-01,1989-12-31
16080913,NCD_BMI_18A,REGION,AMR,YEAR,1990,SEX,BothSexes,,,,,,,3.5 [3.0-4.1],3.5,3.0,4.1,,2017-09-22T12:00:51Z,1990,1990-01-01,1990-12-31
16080914,NCD_BMI_18A,REGION,AMR,YEAR,1991,SEX,BothSexes,,,,,,,3.4 [2.9-4.0],3.4,2.9,4.0,,2017-09-22T12:00:51Z,1991,1991-01-01,1991-12-31
16080915,NCD_BMI_18A,REGION,AMR,YEAR,1992,SEX,BothSexes,,,,,,,3.3 [2.8-3.9],3.3,2.8,3.9,,2017-09-22T12:00:51Z,1992,1992-01-01,1992-12-31
16080916,NCD_BMI_18A,REGION,AMR,YEAR,1993,SEX,BothSexes,,,,,,,3.2 [2.8-3.8],3.2,2.8,3.8,,2017-09-22T12:00:51Z,1993,1993-01-01,1993-12-31
16080917,NCD_BMI_18A,REGION,AMR,YEAR,1994,SEX,BothSexes,,,,,,,3.2 [2.7-3.6],3.2,2.7,3.6,,2017-09-22T12:00:51Z,1994,1994-01-01,1994-12-31
16080918,NCD_BMI_18A,REGION,AMR,YEAR,1995,SEX,BothSexes,,,,,,,3.1 [2.7-3.5],3.1,2.7,3.5,,2017-09-22T12:00:51Z,1995,1995-01-01,1995-12-31
16080919,NCD_BMI_18A,REGION,AMR,YEAR,1996,SEX,BothSexes,,,,,,,3.0 [2.6-3.4],3.0,2.6,3.4,,2017-09-22T12:00:51Z,1996,1996-01-01,1996-12-31
16080920,NCD_BMI_18A,REGION,AMR,YEAR,1997,SEX,BothSexes,,,,,,,2.9 [2.5-3.3],2.9,2.5,3.3,,2017-09-22T12:00:51Z,1997,1997-01-01,1997-12-31
16080921,NCD_BMI_18A,REGION,AMR,YEAR,1998,SEX,BothSexes,,,,,,,2.8 [2.5-3.2],2.8,2.5,3.2,,2017-09-22T12:00:51Z,1998,1998-01-01,1998-12-31
16080922,NCD_BMI_18A,REGION,AMR,YEAR,1999,SEX,BothSexes,,,,,,,2.7 [2.4-3.1],2.7,2.4,3.1,,2017-09-22T12:00:51Z,1999,1999-01-01,1999-12-31
16080923,NCD_BMI_18A,REGION,AMR,YEAR,2000,SEX,BothSexes,,,,,,,2.7 [2.3-3.0],2.7,2.3,3.0,,2017-09-22T12:00:51Z,2000,2000-01-01,2000-12-31
16080924,NCD_BMI_18A,REGION,AMR,YEAR,2001,SEX,BothSexes,,,,,,,2.6 [2.3-2.9],2.6,2.3,2.9,,2017-09-22T12:00:51Z,2001,2001-01-01,2001-12-31
16080925,NCD_BMI_18A,REGION,AMR,YEAR,2002,SEX,BothSexes,,,,,,,2.5 [2.2-2.8],2.5,2.2,2.8,,2017-09-22T12:00:51Z,2002,2002-01-01,2002-12-31
16080926,NCD_BMI_18A,REGION,AMR,YEAR,2003,SEX,BothSexes,,,,,,,2.5 [2.2-2.8],2.5,2.2,2.8,,2017-09-22T12:00:51Z,2003,2003-01-01,2003-12-31
16080927,NCD_BMI_18A,REGION,AMR,YEAR,2004,SEX,BothSexes,,,,,,,2.4 [2.1-2.7],2.4,2.1,2.7,,2017-09-22T12:00:51Z,2004,2004-01-01,2004-12-31
16080928,NCD_BMI_18A,REGION,AMR,YEAR,2005,SEX,BothSexes,,,,,,,2.3 [2.0-2.6],2.3,2.0,2.6,,2017-09-22T12:00:51Z,2005,2005-01-01,2005-12-31
16080929,NCD_BMI_18A,REGION,AMR,YEAR,2006,SEX,BothSexes,,,,,,,2.3 [2.0-2.6],2.3,2.0,2.6,,2017-09-22T12:00:52Z,2006,2006-01-01,2006-12-31
16080930,NCD_BMI_18A,REGION,AMR,YEAR,2007,SEX,BothSexes,,,,,,,2.2 [1.9-2.5],2.2,1.9,2.5,,2017-09-22T12:00:52Z,2007,2007-01-01,2007-12-31
16080931,NCD_BMI_18A,REGION,AMR,YEAR,2008,SEX,BothSexes,,,,,,,2.1 [1.9-2.4],2.1,1.9,2.4,,2017-09-22T12:00:52Z,2008,2008-01-01,2008-12-31
16080932,NCD_BMI_18A,REGION,AMR,YEAR,2009,SEX,BothSexes,,,,,,,2.1 [1.8-2.4],2.1,1.8,2.4,,2017-09-22T12:00:52Z,2009,2009-01-01,2009-12-31
16080933,NCD_BMI_18A,REGION,AMR,YEAR,2010,SEX,BothSexes,,,,,,,2.0 [1.8-2.3],2.0,1.8,2.3,,2017-09-22T12:00:52Z,2010,2010-01-01,2010-12-31
16080934,NCD_BMI_18A,REGION,AMR,YEAR,2011,SEX,BothSexes,,,,,,,2.0 [1.7-2.3],2.0,1.7,2.3,,2017-09-22T12:00:52Z,2011,2011-01-01,2011-12-31
16080935,NCD_BMI_18A,REGION,AMR,YEAR,2012,SEX,BothSexes,,,,,,,1.9 [1.6-2.3],1.9,1.6,2.3,,2017-09-22T12:00:52Z,2012,2012-01-01,2012-12-31
16080936,NCD_BMI_18A,REGION,AMR,YEAR,2013,SEX,BothSexes,,,,,,,1.9 [1.6-2.2],1.9,1.6,2.2,,2017-09-22T12:00:52Z,2013,2013-01-01,2013-12-31
16080937,NCD_BMI_18A,REGION,AMR,YEAR,2014,SEX,BothSexes,,,,,,,1.8 [1.5-2.2],1.8,1.5,2.2,,2017-09-22T12:00:52Z,2014,2014-01-01,2014-12-31
16080938,NCD_BMI_18A,REGION,AMR,YEAR,2015,SEX,BothSexes,,,,,,,1.8 [1.5-2.2],1.8,1.5,2.2,,2017-09-22T12:00:52Z,2015,2015-01-01,2015-12-31
16080939,NCD_BMI_18A,REGION,AMR,YEAR,2016,SEX,BothSexes,,,,,,,1.8 [1.4-2.1],1.8,1.4,2.1,,2017-09-22T12:00:52Z,2016,2016-01-01,2016-12-31
16080940,NCD_BMI_18A,REGION,EMR,YEAR,1975,SEX,BothSexes,,,,,,,15.8 [12.5-19.3],15.8,12.5,19.3,,2017-09-22T12:00:52Z,1975,1975-01-01,1975-12-31
16080941,NCD_BMI_18A,REGION,EMR,YEAR,1976,SEX,BothSexes,,,,,,,15.5 [12.3-18.9],15.5,12.3,18.9,,2017-09-22T12:00:52Z,1976,1976-01-01,1976-12-31
